"DIA","MES","PERIODO","accidentes"
20,3,2018,142
21,3,2018,126
22,3,2018,104
23,3,2018,113
24,3,2018,119
25,3,2018,67
26,3,2018,122
27,3,2018,109
28,3,2018,108
29,3,2018,62
30,3,2018,32
31,3,2018,68
1,4,2018,61
2,4,2018,130
3,4,2018,115
4,4,2018,111
5,4,2018,132
6,4,2018,133
7,4,2018,108
8,4,2018,76
9,4,2018,125
10,4,2018,139
11,4,2018,111
12,4,2018,113
13,4,2018,112
14,4,2018,104
15,4,2018,55
16,4,2018,136
17,4,2018,104
18,4,2018,106
19,4,2018,117
20,4,2018,119
21,4,2018,104
22,4,2018,84
23,4,2018,140
24,4,2018,75
25,4,2018,128
26,4,2018,123
27,4,2018,127
28,4,2018,109
29,4,2018,67
30,4,2018,107
1,5,2018,51
2,5,2018,136
3,5,2018,130
4,5,2018,117
5,5,2018,105
6,5,2018,62
7,5,2018,103
8,5,2018,119
9,5,2018,116
10,5,2018,120
11,5,2018,150
12,5,2018,123
13,5,2018,95
14,5,2018,70
15,5,2018,135
16,5,2018,107
17,5,2018,104
18,5,2018,122
19,5,2018,118
20,5,2018,67
21,5,2018,103
22,5,2018,139
23,5,2018,135
24,5,2018,119
25,5,2018,133
26,5,2018,118
27,5,2018,73
28,5,2018,129
29,5,2018,105
30,5,2018,127
31,5,2018,83
1,6,2018,127
2,6,2018,125
3,6,2018,76
4,6,2018,73
5,6,2018,114
6,6,2018,106
7,6,2018,113
8,6,2018,127
9,6,2018,114
10,6,2018,71
11,6,2018,79
12,6,2018,132
13,6,2018,142
14,6,2018,108
15,6,2018,110
16,6,2018,102
17,6,2018,79
18,6,2018,103
19,6,2018,92
20,6,2018,114
21,6,2018,105
22,6,2018,132
23,6,2018,140
24,6,2018,87
25,6,2018,125
26,6,2018,90
27,6,2018,107
28,6,2018,104
29,6,2018,98
30,6,2018,105
1,7,2018,58
2,7,2018,76
3,7,2018,118
4,7,2018,123
5,7,2018,91
6,7,2018,93
7,7,2018,86
8,7,2018,52
9,7,2018,121
10,7,2018,95
11,7,2018,111
12,7,2018,118
13,7,2018,125
14,7,2018,110
15,7,2018,60
16,7,2018,135
17,7,2018,121
18,7,2018,114
19,7,2018,134
20,7,2018,75
21,7,2018,126
22,7,2018,60
23,7,2018,140
24,7,2018,121
25,7,2018,96
26,7,2018,134
27,7,2018,130
28,7,2018,109
29,7,2018,68
30,7,2018,132
31,7,2018,101
1,8,2018,121
2,8,2018,110
3,8,2018,142
4,8,2018,134
5,8,2018,65
6,8,2018,110
7,8,2018,71
8,8,2018,127
9,8,2018,109
10,8,2018,133
11,8,2018,137
12,8,2018,75
13,8,2018,126
14,8,2018,126
15,8,2018,139
16,8,2018,126
17,8,2018,120
18,8,2018,123
19,8,2018,59
20,8,2018,67
21,8,2018,130
22,8,2018,104
23,8,2018,108
24,8,2018,161
25,8,2018,102
26,8,2018,66
27,8,2018,151
28,8,2018,94
29,8,2018,131
30,8,2018,102
31,8,2018,112
1,9,2018,104
2,9,2018,66
3,9,2018,107
4,9,2018,136
5,9,2018,125
6,9,2018,113
7,9,2018,137
8,9,2018,121
9,9,2018,71
10,9,2018,94
11,9,2018,120
12,9,2018,122
13,9,2018,109
14,9,2018,137
15,9,2018,125
16,9,2018,64
17,9,2018,135
18,9,2018,122
19,9,2018,120
20,9,2018,101
21,9,2018,121
22,9,2018,112
23,9,2018,66
24,9,2018,103
25,9,2018,136
26,9,2018,107
27,9,2018,139
28,9,2018,158
29,9,2018,118
30,9,2018,54
1,10,2018,115
2,10,2018,115
3,10,2018,119
4,10,2018,132
5,10,2018,130
6,10,2018,103
7,10,2018,74
8,10,2018,105
9,10,2018,123
10,10,2018,108
11,10,2018,115
12,10,2018,131
13,10,2018,105
14,10,2018,63
15,10,2018,57
16,10,2018,108
17,10,2018,117
18,10,2018,113
19,10,2018,112
20,10,2018,122
21,10,2018,63
22,10,2018,109
23,10,2018,104
24,10,2018,118
25,10,2018,130
26,10,2018,116
27,10,2018,111
28,10,2018,64
29,10,2018,123
30,10,2018,158
31,10,2018,141
1,11,2018,124
2,11,2018,121
3,11,2018,128
4,11,2018,68
5,11,2018,64
6,11,2018,149
7,11,2018,105
8,11,2018,109
9,11,2018,113
10,11,2018,93
11,11,2018,65
12,11,2018,66
13,11,2018,152
14,11,2018,116
15,11,2018,105
16,11,2018,133
17,11,2018,116
18,11,2018,71
19,11,2018,133
20,11,2018,135
21,11,2018,112
22,11,2018,97
23,11,2018,129
24,11,2018,116
25,11,2018,70
26,11,2018,116
27,11,2018,112
28,11,2018,112
29,11,2018,94
30,11,2018,54
1,12,2018,124
2,12,2018,75
3,12,2018,127
4,12,2018,127
5,12,2018,126
6,12,2018,143
7,12,2018,117
8,12,2018,74
9,12,2018,74
10,12,2018,126
11,12,2018,116
12,12,2018,153
13,12,2018,123
14,12,2018,103
15,12,2018,94
16,12,2018,84
17,12,2018,111
18,12,2018,121
19,12,2018,112
20,12,2018,131
21,12,2018,126
22,12,2018,112
23,12,2018,86
24,12,2018,115
25,12,2018,72
26,12,2018,109
27,12,2018,102
28,12,2018,101
29,12,2018,86
30,12,2018,54
31,12,2018,74
1,1,2019,59
2,1,2019,85
3,1,2019,88
4,1,2019,88
5,1,2019,66
6,1,2019,48
7,1,2019,42
8,1,2019,103
9,1,2019,79
10,1,2019,87
11,1,2019,88
12,1,2019,95
13,1,2019,56
14,1,2019,88
15,1,2019,106
16,1,2019,110
17,1,2019,128
18,1,2019,111
19,1,2019,101
20,1,2019,53
21,1,2019,111
22,1,2019,113
23,1,2019,122
24,1,2019,111
25,1,2019,112
26,1,2019,102
27,1,2019,65
28,1,2019,123
29,1,2019,104
30,1,2019,115
31,1,2019,67
1,2,2019,138
2,2,2019,100
3,2,2019,72
4,2,2019,113
5,2,2019,115
6,2,2019,99
7,2,2019,123
8,2,2019,124
9,2,2019,89
10,2,2019,64
11,2,2019,114
12,2,2019,138
13,2,2019,110
14,2,2019,158
15,2,2019,100
16,2,2019,121
17,2,2019,70
18,2,2019,118
19,2,2019,120
20,2,2019,114
21,2,2019,129
22,2,2019,123
23,2,2019,88
24,2,2019,56
25,2,2019,103
26,2,2019,109
27,2,2019,122
28,2,2019,99
1,3,2019,112
2,3,2019,94
3,3,2019,80
4,3,2019,123
5,3,2019,134
6,3,2019,109
7,3,2019,73
8,3,2019,81
9,3,2019,106
10,3,2019,62
11,3,2019,123
12,3,2019,123
13,3,2019,110
14,3,2019,95
15,3,2019,122
16,3,2019,112
17,3,2019,60
18,3,2019,120
19,3,2019,108
20,3,2019,101
21,3,2019,132
22,3,2019,134
23,3,2019,97
24,3,2019,52
25,3,2019,60
26,3,2019,108
27,3,2019,100
28,3,2019,122
29,3,2019,80
30,3,2019,87
31,3,2019,42
1,4,2019,135
2,4,2019,126
3,4,2019,116
4,4,2019,138
5,4,2019,128
6,4,2019,124
7,4,2019,67
8,4,2019,130
9,4,2019,118
10,4,2019,123
11,4,2019,106
12,4,2019,128
13,4,2019,105
14,4,2019,72
15,4,2019,122
16,4,2019,87
17,4,2019,109
18,4,2019,43
19,4,2019,37
20,4,2019,68
21,4,2019,64
22,4,2019,113
23,4,2019,75
24,4,2019,121
25,4,2019,119
26,4,2019,139
27,4,2019,86
28,4,2019,59
29,4,2019,88
30,4,2019,99
1,5,2019,53
2,5,2019,128
3,5,2019,132
4,5,2019,112
5,5,2019,78
6,5,2019,113
7,5,2019,112
8,5,2019,148
9,5,2019,156
10,5,2019,145
11,5,2019,124
12,5,2019,63
13,5,2019,115
14,5,2019,111
15,5,2019,94
16,5,2019,125
17,5,2019,136
18,5,2019,86
19,5,2019,66
20,5,2019,99
21,5,2019,128
22,5,2019,132
23,5,2019,120
24,5,2019,115
25,5,2019,119
26,5,2019,72
27,5,2019,105
28,5,2019,97
29,5,2019,120
30,5,2019,71
31,5,2019,85
1,6,2019,121
2,6,2019,82
3,6,2019,68
4,6,2019,126
5,6,2019,121
6,6,2019,108
7,6,2019,127
8,6,2019,131
9,6,2019,77
10,6,2019,115
11,6,2019,127
12,6,2019,82
13,6,2019,116
14,6,2019,146
15,6,2019,117
16,6,2019,74
17,6,2019,103
18,6,2019,117
19,6,2019,102
20,6,2019,89
21,6,2019,107
22,6,2019,134
23,6,2019,44
24,6,2019,77
25,6,2019,133
26,6,2019,117
27,6,2019,111
28,6,2019,113
29,6,2019,92
30,6,2019,69
1,7,2019,63
2,7,2019,137
3,7,2019,117
4,7,2019,81
5,7,2019,121
6,7,2019,96
7,7,2019,68
8,7,2019,102
9,7,2019,109
10,7,2019,112
11,7,2019,151
12,7,2019,128
13,7,2019,127
14,7,2019,60
15,7,2019,135
16,7,2019,134
17,7,2019,137
18,7,2019,126
19,7,2019,157
20,7,2019,96
21,7,2019,71
22,7,2019,142
23,7,2019,154
24,7,2019,124
25,7,2019,126
26,7,2019,119
27,7,2019,132
28,7,2019,76
29,7,2019,126
30,7,2019,141
31,7,2019,98
1,8,2019,131
2,8,2019,174
3,8,2019,148
4,8,2019,103
5,8,2019,163
6,8,2019,159
7,8,2019,69
8,8,2019,151
9,8,2019,143
10,8,2019,138
11,8,2019,89
12,8,2019,161
13,8,2019,119
14,8,2019,129
15,8,2019,123
16,8,2019,201
17,8,2019,132
18,8,2019,81
19,8,2019,72
20,8,2019,150
21,8,2019,119
22,8,2019,110
23,8,2019,112
24,8,2019,107
25,8,2019,76
26,8,2019,141
27,8,2019,131
28,8,2019,119
29,8,2019,123
30,8,2019,131
31,8,2019,133
1,9,2019,81
2,9,2019,140
3,9,2019,139
4,9,2019,103
5,9,2019,149
6,9,2019,199
7,9,2019,122
8,9,2019,91
9,9,2019,107
10,9,2019,147
11,9,2019,113
12,9,2019,160
13,9,2019,152
14,9,2019,108
15,9,2019,83
16,9,2019,152
17,9,2019,139
18,9,2019,157
19,9,2019,151
20,9,2019,141
21,9,2019,128
22,9,2019,80
23,9,2019,137
24,9,2019,146
25,9,2019,133
26,9,2019,127
27,9,2019,136
28,9,2019,149
29,9,2019,69
30,9,2019,125
